(-23.76, -1.68, 0.00)
(-23.60, -1.68, 0.00)
(-23.44, -1.68, 0.00)
(-23.28, -1.68, 0.00)
(-22.64, -8.24, 0.00)
(-22.64, -6.48, 0.00)
(-22.64, -4.88, 0.00)
(-22.64, -4.08, 0.00)
(-22.48, -8.24, 0.00)
(-22.48, -6.48, 0.00)
(-22.48, -4.88, 0.00)
(-22.48, -4.08, 0.00)
(-22.32, -8.24, 0.00)
(-22.32, -5.68, 0.00)
(-22.32, -4.88, 0.00)
(-22.32, -4.08, 0.00)
(-22.16, -8.24, 0.00)
(-22.16, -6.48, 0.00)
(-22.16, -5.68, 0.00)
(-22.16, -4.88, 0.00)
(-22.16, -4.08, 0.00)
(-22.16, -1.68, 0.00)
(-22.00, -6.48, 0.00)
(-22.00, -5.68, 0.00)
(-22.00, -4.88, 0.00)
(-22.00, -4.08, 0.00)
(-22.00, -1.68, 0.00)
(-21.84, -6.48, 0.00)
(-21.84, -5.68, 0.00)
(-21.84, -4.88, 0.00)
(-21.84, -4.08, 0.00)
(-21.84, -1.68, 0.00)
(-21.68, -6.48, 0.00)
(-21.68, -5.68, 0.00)
(-21.52, -5.68, 0.00)
(-21.36, -8.24, 0.00)
(-21.36, -4.08, 0.00)
(-21.20, -8.24, 0.00)
(-21.20, -6.48, 0.00)
(-21.20, -4.08, 0.00)
(-21.20, -1.68, 0.00)
(-21.04, -8.24, 0.00)
(-21.04, -6.48, 0.00)
(-21.04, -4.08, 0.00)
(-21.04, -1.68, 0.00)
(-20.88, -8.24, 0.00)
(-20.88, -6.48, 0.00)
(-20.88, -4.08, 0.00)
(-20.88, -1.68, 0.00)
(-20.72, -8.24, 0.00)
(-20.72, -6.48, 0.00)
(-20.72, -4.08, 0.00)
(-20.72, -1.68, 0.00)
(-20.56, -8.24, 0.00)
(-20.56, -6.48, 0.00)
(-20.56, -4.08, 0.00)
(-20.56, -1.68, 0.00)
(-20.40, -8.24, 0.00)
(-20.40, -6.48, 0.00)
(-20.40, -1.68, 0.00)
(-20.24, -8.24, 0.00)
(-20.24, -6.48, 0.00)
(-20.24, -1.68, 0.00)
(-20.24, 1.20, 0.00)
(-20.08, -8.24, 0.00)
(-20.08, -7.44, 0.00)
(-20.08, -6.48, 0.00)
(-20.08, -1.68, 0.00)
(-20.08, 1.20, 0.00)
(-19.92, -8.24, 0.00)
(-19.92, -7.44, 0.00)
(-19.92, -6.48, 0.00)
(-19.92, -1.68, 0.00)
(-19.92, 1.20, 0.00)
(-19.76, -8.24, 0.00)
(-19.76, -7.44, 0.00)
(-19.76, -6.48, 0.00)
(-19.76, -1.68, 0.00)
(-19.76, 1.20, 0.00)
(-19.60, -8.24, 0.00)
(-19.60, -7.44, 0.00)
(-19.60, -6.48, 0.00)
(-19.60, -1.68, 0.00)
(-19.60, 1.20, 0.00)
(-19.44, -1.68, 0.00)
(-19.44, 1.20, 0.00)
(-19.28, -1.68, 0.00)
(-19.28, 1.20, 0.00)
(-19.12, -1.68, 0.00)
(-19.12, 1.20, 0.00)
(-18.96, -1.68, 0.00)
(-18.96, 1.20, 0.00)
(-18.80, -1.68, 0.00)
(-18.80, 1.20, 0.00)
(-18.64, -1.68, 0.00)
(-18.64, 1.20, 0.00)
(-18.48, -1.68, 0.00)
(-18.48, 1.20, 0.00)
(-18.32, -1.68, 0.00)
(-18.32, 1.20, 0.00)
